name,district,division,latitude,longitude,email,phone
"Manikchhari Police Station","Khagrachhari","Chattogram",23.1279,92.0513,isfakiqbal@iut-dhaka.edu,01837121760
"Ramgarh Police Station","Khagrachhari","Chattogram",23.1550,91.9497,isfakiqbal@iut-dhaka.edu,01837121760
"Matiranga Police Station","Khagrachhari","Chattogram",23.1615,92.0562,isfakiqbal@iut-dhaka.edu,01837121760
"Guimara Police Station","Khagrachhari","Chattogram",23.0548,92.0108,isfakiqbal@iut-dhaka.edu,01837121760
"Rangamati Sadar Police Station","Rangamati","Chattogram",22.6533,92.1789,isfakiqbal@iut-dhaka.edu,01837121760
"Belaichhari Police Station","Rangamati","Chattogram",22.5861,92.2363,isfakiqbal@iut-dhaka.edu,01837121760
"Bagaichhari Police Station","Rangamati","Chattogram",22.6521,92.1061,isfakiqbal@iut-dhaka.edu,01837121760
"Barkal Police Station","Rangamati","Chattogram",22.7165,92.1251,isfakiqbal@iut-dhaka.edu,01837121760
"Juraichhari Police Station","Rangamati","Chattogram",22.6732,92.1278,isfakiqbal@iut-dhaka.edu,01837121760
"Rajasthali Police Station","Rangamati","Chattogram",22.6923,92.1460,isfakiqbal@iut-dhaka.edu,01837121760
"Kaptai Police Station","Rangamati","Chattogram",22.5787,92.1828,isfakiqbal@iut-dhaka.edu,01837121760
"Langadu Police Station","Rangamati","Chattogram",22.5919,92.1160,isfakiqbal@iut-dhaka.edu,01837121760
"Naniarchar Police Station","Rangamati","Chattogram",22.5960,92.1152,isfakiqbal@iut-dhaka.edu,01837121760
"Kaukhali Police Station","Rangamati","Chattogram",22.6458,92.1041,isfakiqbal@iut-dhaka.edu,01837121760
"Bandarban Sadar Police Station","Bandarban","Chattogram",22.1953,92.2184,isfakiqbal@iut-dhaka.edu,01837121760
"Thanchi Police Station","Bandarban","Chattogram",22.1339,92.2510,isfakiqbal@iut-dhaka.edu,01837121760
"Lama Police Station","Bandarban","Chattogram",22.1746,92.1806,isfakiqbal@iut-dhaka.edu,01837121760
"Naikhongchhari Police Station","Bandarban","Chattogram",22.1894,92.1452,isfakiqbal@iut-dhaka.edu,01837121760
"Ali Kadam Police Station","Bandarban","Chattogram",22.1889,92.2883,isfakiqbal@iut-dhaka.edu,01837121760
"Rowangchhari Police Station","Bandarban","Chattogram",22.2453,92.1733,isfakiqbal@iut-dhaka.edu,01837121760
"Ruma Police Station","Bandarban","Chattogram",22.2013,92.1747,isfakiqbal@iut-dhaka.edu,01837121760
"Boalia Police Station","Rajshahi","Rajshahi",24.3636,88.6241,isfakiqbal@iut-dhaka.edu,01837121760
"Rajpara Police Station","Rajshahi","Rajshahi",24.3111,88.6783,isfakiqbal@iut-dhaka.edu,01837121760
"Motihar Police Station","Rajshahi","Rajshahi",24.3620,88.5901,isfakiqbal@iut-dhaka.edu,01837121760
"Shah Makhdum Police Station","Rajshahi","Rajshahi",24.3934,88.5566,isfakiqbal@iut-dhaka.edu,01837121760
"Chandrima Police Station","Rajshahi","Rajshahi",24.3464,88.6914,isfakiqbal@iut-dhaka.edu,01837121760
"Katakhali Police Station","Rajshahi","Rajshahi",24.3898,88.5589,isfakiqbal@iut-dhaka.edu,01837121760
"Belpukur Police Station","Rajshahi","Rajshahi",24.3582,88.5599,isfakiqbal@iut-dhaka.edu,01837121760
"Airport Police Station","Rajshahi","Rajshahi",24.4295,88.6891,isfakiqbal@iut-dhaka.edu,01837121760
"Kashiadanga Police Station","Rajshahi","Rajshahi",24.2933,88.6335,isfakiqbal@iut-dhaka.edu,01837121760
"Kornohar Police Station","Rajshahi","Rajshahi",24.3284,88.5504,isfakiqbal@iut-dhaka.edu,01837121760
"Damkura Police Station","Rajshahi","Rajshahi",24.4071,88.6278,isfakiqbal@iut-dhaka.edu,01837121760
"Paba Police Station","Rajshahi","Rajshahi",24.4027,88.5705,isfakiqbal@iut-dhaka.edu,01837121760
"Durgapur Police Station","Rajshahi","Rajshahi",24.4365,88.6818,isfakiqbal@iut-dhaka.edu,01837121760
"Mohonpur Police Station","Rajshahi","Rajshahi",24.4063,88.6071,isfakiqbal@iut-dhaka.edu,01837121760
"Charghat Police Station","Rajshahi","Rajshahi",24.4165,88.6690,isfakiqbal@iut-dhaka.edu,01837121760
"Puthia Police Station","Rajshahi","Rajshahi",24.3814,88.6891,isfakiqbal@iut-dhaka.edu,01837121760
"Bagha Police Station","Rajshahi","Rajshahi",24.3706,88.6470,isfakiqbal@iut-dhaka.edu,01837121760
"Godagari Police Station","Rajshahi","Rajshahi",24.4310,88.6233,isfakiqbal@iut-dhaka.edu,01837121760
"Tanore Police Station","Rajshahi","Rajshahi",24.3586,88.5983,isfakiqbal@iut-dhaka.edu,01837121760
"Bagmara Police Station","Rajshahi","Rajshahi",24.3128,88.6123,isfakiqbal@iut-dhaka.edu,01837121760
"Bogura Sadar Police Station","Bogura","Rajshahi",24.8481,89.3730,isfakiqbal@iut-dhaka.edu,01837121760
"Shajahanpur Police Station","Bogura","Rajshahi",24.8909,89.3343,isfakiqbal@iut-dhaka.edu,01837121760
"Sherpur Police Station","Bogura","Rajshahi",24.9161,89.3944,isfakiqbal@iut-dhaka.edu,01837121760
"Dhunat Police Station","Bogura","Rajshahi",24.8562,89.3380,isfakiqbal@iut-dhaka.edu,01837121760
"Dhupchanchia Police Station","Bogura","Rajshahi",24.8689,89.4125,isfakiqbal@iut-dhaka.edu,01837121760
"Gabtali Police Station","Bogura","Rajshahi",24.8815,89.3224,isfakiqbal@iut-dhaka.edu,01837121760
"Kahaloo Police Station","Bogura","Rajshahi",24.8897,89.4055,isfakiqbal@iut-dhaka.edu,01837121760
"Nandigram Police Station","Bogura","Rajshahi",24.8966,89.3803,isfakiqbal@iut-dhaka.edu,01837121760
"Sariakandi Police Station","Bogura","Rajshahi",24.8899,89.4052,isfakiqbal@iut-dhaka.edu,01837121760
"Sonatala Police Station","Bogura","Rajshahi",24.9093,89.4276,isfakiqbal@iut-dhaka.edu,01837121760
"Shibganj Police Station","Bogura","Rajshahi",24.8656,89.4322,isfakiqbal@iut-dhaka.edu,01837121760
"Adamdighi Police Station","Bogura","Rajshahi",24.8920,89.3080,isfakiqbal@iut-dhaka.edu,01837121760
"Pabna Sadar Police Station","Pabna","Rajshahi",24.0063,89.2493,isfakiqbal@iut-dhaka.edu,01837121760
"Atgharia Police Station","Pabna","Rajshahi",23.9395,89.2392,isfakiqbal@iut-dhaka.edu,01837121760
"Bera Police Station","Pabna","Rajshahi",24.0232,89.2595,isfakiqbal@iut-dhaka.edu,01837121760
"Bhangura Police Station","Pabna","Rajshahi",23.9699,89.3216,isfakiqbal@iut-dhaka.edu,01837121760
"Chatmohar Police Station","Pabna","Rajshahi",23.9771,89.2860,isfakiqbal@iut-dhaka.edu,01837121760
"Faridpur Police Station","Pabna","Rajshahi",24.0306,89.2153,isfakiqbal@iut-dhaka.edu,01837121760
"Ishwardi Police Station","Pabna","Rajshahi",23.9894,89.3095,isfakiqbal@iut-dhaka.edu,01837121760
"Santhia Police Station","Pabna","Rajshahi",24.0311,89.3064,isfakiqbal@iut-dhaka.edu,01837121760
"Sujanagar Police Station","Pabna","Rajshahi",24.0532,89.2199,isfakiqbal@iut-dhaka.edu,01837121760
"Sirajganj Sadar Police Station","Sirajganj","Rajshahi",24.3141,89.5700,isfakiqbal@iut-dhaka.edu,01837121760
"Belkuchi Police Station","Sirajganj","Rajshahi",24.3438,89.5073,isfakiqbal@iut-dhaka.edu,01837121760
"Chauhali Police Station","Sirajganj","Rajshahi",24.3339,89.6255,isfakiqbal@iut-dhaka.edu,01837121760
"Kamarkhanda Police Station","Sirajganj","Rajshahi",24.3823,89.5396,isfakiqbal@iut-dhaka.edu,01837121760
"Kazipur Police Station","Sirajganj","Rajshahi",24.2636,89.5103,isfakiqbal@iut-dhaka.edu,01837121760
"Raiganj Police Station","Sirajganj","Rajshahi",24.2546,89.5867,isfakiqbal@iut-dhaka.edu,01837121760
"Shahjadpur Police Station","Sirajganj","Rajshahi",24.2848,89.5943,isfakiqbal@iut-dhaka.edu,01837121760
"Tarash Police Station","Sirajganj","Rajshahi",24.3594,89.6221,isfakiqbal@iut-dhaka.edu,01837121760
"Ullahpara Police Station","Sirajganj","Rajshahi",24.3001,89.6009,isfakiqbal@iut-dhaka.edu,01837121760
"Naogaon Sadar Police Station","Naogaon","Rajshahi",24.8105,88.9439,isfakiqbal@iut-dhaka.edu,01837121760
"Mohadevpur Police Station","Naogaon","Rajshahi",24.7629,88.9511,isfakiqbal@iut-dhaka.edu,01837121760
"Manda Police Station","Naogaon","Rajshahi",24.8824,88.9223,isfakiqbal@iut-dhaka.edu,01837121760
"Niamatpur Police Station","Naogaon","Rajshahi",24.8650,88.9990,isfakiqbal@iut-dhaka.edu,01837121760
"Porsha Police Station","Naogaon","Rajshahi",24.8153,88.9748,isfakiqbal@iut-dhaka.edu,01837121760
"Sapahar Police Station","Naogaon","Rajshahi",24.7844,88.9362,isfakiqbal@iut-dhaka.edu,01837121760
"Patnitala Police Station","Naogaon","Rajshahi",24.8314,88.8741,isfakiqbal@iut-dhaka.edu,01837121760
"Dhamoirhat Police Station","Naogaon","Rajshahi",24.8539,88.9662,isfakiqbal@iut-dhaka.edu,01837121760
"Badalgachhi Police Station","Naogaon","Rajshahi",24.8164,88.9620,isfakiqbal@iut-dhaka.edu,01837121760
"Raninagar Police Station","Naogaon","Rajshahi",24.7511,88.8970,isfakiqbal@iut-dhaka.edu,01837121760
"Atrai Police Station","Naogaon","Rajshahi",24.8281,88.9476,isfakiqbal@iut-dhaka.edu,01837121760
"Natore Sadar Police Station","Natore","Rajshahi",24.4102,89.0076,isfakiqbal@iut-dhaka.edu,01837121760
"Baraigram Police Station","Natore","Rajshahi",24.4150,88.9890,isfakiqbal@iut-dhaka.edu,01837121760
"Bagatipara Police Station","Natore","Rajshahi",24.4303,88.9547,isfakiqbal@iut-dhaka.edu,01837121760
"Lalpur Police Station","Natore","Rajshahi",24.3880,89.0753,isfakiqbal@iut-dhaka.edu,01837121760
"Naldanga Police Station","Natore","Rajshahi",24.3768,89.0592,isfakiqbal@iut-dhaka.edu,01837121760
"Singra Police Station","Natore","Rajshahi",24.4730,89.0665,isfakiqbal@iut-dhaka.edu,01837121760
"Gurudaspur Police Station","Natore","Rajshahi",24.3938,89.0382,isfakiqbal@iut-dhaka.edu,01837121760
"Chapainawabganj Sadar Police Station","Chapainawabganj","Rajshahi",24.5902,88.2774,isfakiqbal@iut-dhaka.edu,01837121760
"Gomastapur Police Station","Chapainawabganj","Rajshahi",24.5190,88.3132,isfakiqbal@iut-dhaka.edu,01837121760
"Nachole Police Station","Chapainawabganj","Rajshahi",24.5498,88.2493,isfakiqbal@iut-dhaka.edu,01837121760
"Bholahat Police Station","Chapainawabganj","Rajshahi",24.6533,88.2597,isfakiqbal@iut-dhaka.edu,01837121760
"Shibganj Police Station","Chapainawabganj","Rajshahi",24.5527,88.3001,isfakiqbal@iut-dhaka.edu,01837121760
"Joypurhat Sadar Police Station","Joypurhat","Rajshahi",25.0968,89.0227,isfakiqbal@iut-dhaka.edu,01837121760
"Akkelpur Police Station","Joypurhat","Rajshahi",25.0507,89.0830,isfakiqbal@iut-dhaka.edu,01837121760
"Kalai Police Station","Joypurhat","Rajshahi",25.0535,89.0755,isfakiqbal@iut-dhaka.edu,01837121760
"Khetlal Police Station","Joypurhat","Rajshahi",25.0668,88.9484,isfakiqbal@iut-dhaka.edu,01837121760
"Panchbibi Police Station","Joypurhat","Rajshahi",25.1158,89.0060,isfakiqbal@iut-dhaka.edu,01837121760
"Khulna Sadar Police Station","Khulna","Khulna",22.8456,89.5403,isfakiqbal@iut-dhaka.edu,01837121760
"Sonadanga Police Station","Khulna","Khulna",22.8337,89.5809,isfakiqbal@iut-dhaka.edu,01837121760
"Khalishpur Police Station","Khulna","Khulna",22.9158,89.4661,isfakiqbal@iut-dhaka.edu,01837121760
"Daulatpur Police Station","Khulna","Khulna",22.8122,89.5893,isfakiqbal@iut-dhaka.edu,01837121760
"Khan Jahan Ali Police Station","Khulna","Khulna",22.8355,89.5854,isfakiqbal@iut-dhaka.edu,01837121760
"Aranghata Police Station","Khulna","Khulna",22.8827,89.4996,isfakiqbal@iut-dhaka.edu,01837121760
"Harintana Police Station","Khulna","Khulna",22.8288,89.4968,isfakiqbal@iut-dhaka.edu,01837121760
"Labanchara Police Station","Khulna","Khulna",22.7909,89.5344,isfakiqbal@iut-dhaka.edu,01837121760
"Koyra Police Station","Khulna","Khulna",22.8992,89.5149,isfakiqbal@iut-dhaka.edu,01837121760
"Dumuria Police Station","Khulna","Khulna",22.7949,89.5514,isfakiqbal@iut-dhaka.edu,01837121760
"Terokhada Police Station","Khulna","Khulna",22.8838,89.5141,isfakiqbal@iut-dhaka.edu,01837121760
"Rupsha Police Station","Khulna","Khulna",22.9024,89.5298,isfakiqbal@iut-dhaka.edu,01837121760
"Paikgachha Police Station","Khulna","Khulna",22.7962,89.5621,isfakiqbal@iut-dhaka.edu,01837121760
"Phultala Police Station","Khulna","Khulna",22.8621,89.5836,isfakiqbal@iut-dhaka.edu,01837121760
"Batiaghata Police Station","Khulna","Khulna",22.8526,89.5170,isfakiqbal@iut-dhaka.edu,01837121760
"Dacope Police Station","Khulna","Khulna",22.8442,89.5853,isfakiqbal@iut-dhaka.edu,01837121760
"Dighalia Police Station","Khulna","Khulna",22.7774,89.4857,isfakiqbal@iut-dhaka.edu,01837121760
"Kotwali Police Station","Jashore","Khulna",23.1634,89.2182,isfakiqbal@iut-dhaka.edu,01837121760
"Jhikargachha Police Station","Jashore","Khulna",23.2346,89.1535,isfakiqbal@iut-dhaka.edu,01837121760
"Sharsha Police Station","Jashore","Khulna",23.1084,89.2275,isfakiqbal@iut-dhaka.edu,01837121760
"Benapole Port Police Station","Jashore","Khulna",23.1349,89.2713,isfakiqbal@iut-dhaka.edu,01837121760
"Chaugachha Police Station","Jashore","Khulna",23.2248,89.1932,isfakiqbal@iut-dhaka.edu,01837121760
"Abhaynagar Police Station","Jashore","Khulna",23.1330,89.2435,isfakiqbal@iut-dhaka.edu,01837121760
"Manirampur Police Station","Jashore","Khulna",23.1734,89.2419,isfakiqbal@iut-dhaka.edu,01837121760
"Bagherpara Police Station","Jashore","Khulna",23.1414,89.1582,isfakiqbal@iut-dhaka.edu,01837121760
"Keshabpur Police Station","Jashore","Khulna",23.1111,89.2509,isfakiqbal@iut-dhaka.edu,01837121760
"Satkhira Sadar Police Station","Satkhira","Khulna",22.7234,89.0552,isfakiqbal@iut-dhaka.edu,01837121760
"Assasuni Police Station","Satkhira","Khulna",22.7314,88.9840,isfakiqbal@iut-dhaka.edu,01837121760
"Debhata Police Station","Satkhira","Khulna",22.7429,89.0382,isfakiqbal@iut-dhaka.edu,01837121760
"Kalaroa Police Station","Satkhira","Khulna",22.7709,89.0407,isfakiqbal@iut-dhaka.edu,01837121760
"Kaliganj Police Station","Satkhira","Khulna",22.6489,89.1106,isfakiqbal@iut-dhaka.edu,01837121760
"Shyamnagar Police Station","Satkhira","Khulna",22.6843,89.0261,isfakiqbal@iut-dhaka.edu,01837121760
"Tala Police Station","Satkhira","Khulna",22.7623,89.0814,isfakiqbal@iut-dhaka.edu,01837121760
"Patkelghata Police Station","Satkhira","Khulna",22.7962,89.0472,isfakiqbal@iut-dhaka.edu,01837121760
"Bagerhat Sadar Police Station","Bagerhat","Khulna",22.6515,89.7859,isfakiqbal@iut-dhaka.edu,01837121760
"Chitalmari Police Station","Bagerhat","Khulna",22.6335,89.7164,isfakiqbal@iut-dhaka.edu,01837121760
"Fakirhat Police Station","Bagerhat","Khulna",22.6708,89.7846,isfakiqbal@iut-dhaka.edu,01837121760
"Kachua Police Station","Bagerhat","Khulna",22.5840,89.8493,isfakiqbal@iut-dhaka.edu,01837121760
"Mollahat Police Station","Bagerhat","Khulna",22.6956,89.7711,isfakiqbal@iut-dhaka.edu,01837121760
"Mongla Police Station","Bagerhat","Khulna",22.6709,89.7444,isfakiqbal@iut-dhaka.edu,01837121760
"Morrelganj Police Station","Bagerhat","Khulna",22.6245,89.7113,isfakiqbal@iut-dhaka.edu,01837121760
"Rampal Police Station","Bagerhat","Khulna",22.6018,89.7592,isfakiqbal@iut-dhaka.edu,01837121760
"Sarankhola Police Station","Bagerhat","Khulna",22.5879,89.7306,isfakiqbal@iut-dhaka.edu,01837121760
"Chuadanga Sadar Police Station","Chuadanga","Khulna",23.6402,88.8418,isfakiqbal@iut-dhaka.edu,01837121760
"Alamdanga Police Station","Chuadanga","Khulna",23.6752,88.8121,isfakiqbal@iut-dhaka.edu,01837121760
"Damurhuda Police Station","Chuadanga","Khulna",23.6046,88.8707,isfakiqbal@iut-dhaka.edu,01837121760
"Jibannagar Police Station","Chuadanga","Khulna",23.6299,88.8054,isfakiqbal@iut-dhaka.edu,01837121760
"Darshana Police Station","Chuadanga","Khulna",23.5754,88.7790,isfakiqbal@iut-dhaka.edu,01837121760
"Kushtia Sadar Police Station","Kushtia","Khulna",23.9013,89.1204,isfakiqbal@iut-dhaka.edu,01837121760
"Kumarkhali Police Station","Kushtia","Khulna",23.8843,89.1282,isfakiqbal@iut-dhaka.edu,01837121760
"Khoksa Police Station","Kushtia","Khulna",23.8664,89.1192,isfakiqbal@iut-dhaka.edu,01837121760
"Mirpur Police Station","Kushtia","Khulna",23.9099,89.1843,isfakiqbal@iut-dhaka.edu,01837121760
"Daulatpur Police Station","Kushtia","Khulna",23.8492,89.1264,isfakiqbal@iut-dhaka.edu,01837121760
"Bheramara Police Station","Kushtia","Khulna",23.8408,89.1712,isfakiqbal@iut-dhaka.edu,01837121760
"Islami University Police Station","Kushtia","Khulna",23.8866,89.1704,isfakiqbal@iut-dhaka.edu,01837121760
"Magura Sadar Police Station","Magura","Khulna",23.4873,89.4199,isfakiqbal@iut-dhaka.edu,01837121760
"Mohammadpur Police Station","Magura","Khulna",23.4967,89.4594,isfakiqbal@iut-dhaka.edu,01837121760
"Shalikha Police Station","Magura","Khulna",23.4816,89.4561,isfakiqbal@iut-dhaka.edu,01837121760
"Sreepur Police Station","Magura","Khulna",23.4534,89.3958,isfakiqbal@iut-dhaka.edu,01837121760
"Meherpur Sadar Police Station","Meherpur","Khulna",23.7622,88.6318,isfakiqbal@iut-dhaka.edu,01837121760
"Gangni Police Station","Meherpur","Khulna",23.7995,88.6730,isfakiqbal@iut-dhaka.edu,01837121760
"Mujibnagar Police Station","Meherpur","Khulna",23.7570,88.6065,isfakiqbal@iut-dhaka.edu,01837121760
"Narail Sadar Police Station","Narail","Khulna",23.1725,89.5127,isfakiqbal@iut-dhaka.edu,01837121760
"Lohagara Police Station","Narail","Khulna",23.2357,89.4599,isfakiqbal@iut-dhaka.edu,01837121760
"Kalia Police Station","Narail","Khulna",23.1365,89.5747,isfakiqbal@iut-dhaka.edu,01837121760
"Naragati Police Station","Narail","Khulna",23.2188,89.5610,isfakiqbal@iut-dhaka.edu,01837121760
"Jhenaidah Sadar Police Station","Jhenaidah","Khulna",23.5450,89.1726,isfakiqbal@iut-dhaka.edu,01837121760
"Shailkupa Police Station","Jhenaidah","Khulna",23.6144,89.2046,isfakiqbal@iut-dhaka.edu,01837121760
"Harinakunda Police Station","Jhenaidah","Khulna",23.5590,89.1534,isfakiqbal@iut-dhaka.edu,01837121760
"Kaliganj Police Station","Jhenaidah","Khulna",23.5225,89.1278,isfakiqbal@iut-dhaka.edu,01837121760
"Kotchandpur Police Station","Jhenaidah","Khulna",23.5309,89.2000,isfakiqbal@iut-dhaka.edu,01837121760
"Maheshpur Police Station","Jhenaidah","Khulna",23.5646,89.2438,isfakiqbal@iut-dhaka.edu,01837121760
"Kotwali Police Station","Barishal","Barishal",22.7010,90.3535,isfakiqbal@iut-dhaka.edu,01837121760
"Kawnia Police Station","Barishal","Barishal",22.7667,90.3895,isfakiqbal@iut-dhaka.edu,01837121760
"Airport Police Station","Barishal","Barishal",22.6275,90.3842,isfakiqbal@iut-dhaka.edu,01837121760
"Bandar Police Station","Barishal","Barishal",22.7248,90.3375,isfakiqbal@iut-dhaka.edu,01837121760
"Agailjhara Police Station","Barishal","Barishal",22.6398,90.3307,isfakiqbal@iut-dhaka.edu,01837121760
"Babuganj Police Station","Barishal","Barishal",22.6574,90.3649,isfakiqbal@iut-dhaka.edu,01837121760
"Bakerganj Police Station","Barishal","Barishal",22.6633,90.3010,isfakiqbal@iut-dhaka.edu,01837121760
"Banaripara Police Station","Barishal","Barishal",22.7623,90.3908,isfakiqbal@iut-dhaka.edu,01837121760
"Gaurnadi Police Station","Barishal","Barishal",22.6766,90.3322,isfakiqbal@iut-dhaka.edu,01837121760
"Hizla Police Station","Barishal","Barishal",22.6497,90.3996,isfakiqbal@iut-dhaka.edu,01837121760
"Mehendiganj Police Station","Barishal","Barishal",22.6434,90.3385,isfakiqbal@iut-dhaka.edu,01837121760
"Muladi Police Station","Barishal","Barishal",22.6542,90.2828,isfakiqbal@iut-dhaka.edu,01837121760
"Wazirpur Police Station","Barishal","Barishal",22.6804,90.2941,isfakiqbal@iut-dhaka.edu,01837121760
"Patuakhali Sadar Police Station","Patuakhali","Barishal",22.3596,90.3299,isfakiqbal@iut-dhaka.edu,01837121760
"Bauphal Police Station","Patuakhali","Barishal",22.4051,90.3508,isfakiqbal@iut-dhaka.edu,01837121760
"Dashmina Police Station","Patuakhali","Barishal",22.4126,90.3566,isfakiqbal@iut-dhaka.edu,01837121760
"Galachipa Police Station","Patuakhali","Barishal",22.3362,90.3992,isfakiqbal@iut-dhaka.edu,01837121760
"Kalapara Police Station","Patuakhali","Barishal",22.3394,90.3929,isfakiqbal@iut-dhaka.edu,01837121760
"Mirzaganj Police Station","Patuakhali","Barishal",22.3907,90.3482,isfakiqbal@iut-dhaka.edu,01837121760
"Rangabali Police Station","Patuakhali","Barishal",22.4174,90.3010,isfakiqbal@iut-dhaka.edu,01837121760
"Dumki Police Station","Patuakhali","Barishal",22.3851,90.2884,isfakiqbal@iut-dhaka.edu,01837121760
"Mohipur Police Station","Patuakhali","Barishal",22.3469,90.2812,isfakiqbal@iut-dhaka.edu,01837121760
"Bhola Sadar Police Station","Bhola","Barishal",22.6859,90.6482,isfakiqbal@iut-dhaka.edu,01837121760
"Burhanuddin Police Station","Bhola","Barishal",22.6656,90.7074,isfakiqbal@iut-dhaka.edu,01837121760
"Char Fasson Police Station","Bhola","Barishal",22.7474,90.5918,isfakiqbal@iut-dhaka.edu,01837121760
"Daulatkhan Police Station","Bhola","Barishal",22.6772,90.5784,isfakiqbal@iut-dhaka.edu,01837121760
"Lalmohan Police Station","Bhola","Barishal",22.7548,90.7199,isfakiqbal@iut-dhaka.edu,01837121760
"Manpura Police Station","Bhola","Barishal",22.7498,90.6796,isfakiqbal@iut-dhaka.edu,01837121760
"Tazumuddin Police Station","Bhola","Barishal",22.6997,90.5877,isfakiqbal@iut-dhaka.edu,01837121760
"Sashibhusan Police Station","Bhola","Barishal",22.7000,90.6196,isfakiqbal@iut-dhaka.edu,01837121760
"South Aicha Police Station","Bhola","Barishal",22.7525,90.6277,isfakiqbal@iut-dhaka.edu,01837121760
"Pirojpur Sadar Police Station","Pirojpur","Barishal",22.5841,89.9720,isfakiqbal@iut-dhaka.edu,01837121760
"Bhandaria Police Station","Pirojpur","Barishal",22.5093,90.0099,isfakiqbal@iut-dhaka.edu,01837121760
"Kawkhali Police Station","Pirojpur","Barishal",22.5784,89.9590,isfakiqbal@iut-dhaka.edu,01837121760
"Mathbaria Police Station","Pirojpur","Barishal",22.5235,90.0289,isfakiqbal@iut-dhaka.edu,01837121760
"Nazirpur Police Station","Pirojpur","Barishal",22.5825,89.9055,isfakiqbal@iut-dhaka.edu,01837121760
"Nesarabad Police Station","Pirojpur","Barishal",22.5823,89.9830,isfakiqbal@iut-dhaka.edu,01837121760
"Indurkani Police Station","Pirojpur","Barishal",22.5908,89.9714,isfakiqbal@iut-dhaka.edu,01837121760
"Barguna Sadar Police Station","Barguna","Barishal",22.1573,90.1224,isfakiqbal@iut-dhaka.edu,01837121760
"Amtali Police Station","Barguna","Barishal",22.1968,90.1544,isfakiqbal@iut-dhaka.edu,01837121760
"Bamna Police Station","Barguna","Barishal",22.1340,90.1454,isfakiqbal@iut-dhaka.edu,01837121760
"Betagi Police Station","Barguna","Barishal",22.1688,90.1610,isfakiqbal@iut-dhaka.edu,01837121760
"Patharghata Police Station","Barguna","Barishal",22.1936,90.1726,isfakiqbal@iut-dhaka.edu,01837121760
"Taltali Police Station","Barguna","Barishal",22.1971,90.0628,isfakiqbal@iut-dhaka.edu,01837121760
"Jhalokati Sadar Police Station","Jhalokati","Barishal",22.6406,90.1987,isfakiqbal@iut-dhaka.edu,01837121760
"Kathalia Police Station","Jhalokati","Barishal",22.5932,90.1926,isfakiqbal@iut-dhaka.edu,01837121760
"Nalchity Police Station","Jhalokati","Barishal",22.6621,90.1908,isfakiqbal@iut-dhaka.edu,01837121760
"Rajapur Police Station","Jhalokati","Barishal",22.5977,90.1468,isfakiqbal@iut-dhaka.edu,01837121760
"Kotwali Police Station","Sylhet","Sylhet",24.8949,91.8687,isfakiqbal@iut-dhaka.edu,01837121760
"Jalalabad Police Station","Sylhet","Sylhet",24.9197,91.8469,isfakiqbal@iut-dhaka.edu,01837121760
"Airport Police Station","Sylhet","Sylhet",24.8406,91.8440,isfakiqbal@iut-dhaka.edu,01837121760
"Moglabazar Police Station","Sylhet","Sylhet",24.9536,91.9076,isfakiqbal@iut-dhaka.edu,01837121760
"South Surma Police Station","Sylhet","Sylhet",24.8571,91.9258,isfakiqbal@iut-dhaka.edu,01837121760
"Shahparan Police Station","Sylhet","Sylhet",24.9070,91.9190,isfakiqbal@iut-dhaka.edu,01837121760
"Balaganj Police Station","Sylhet","Sylhet",24.9080,91.7942,isfakiqbal@iut-dhaka.edu,01837121760
"Beanibazar Police Station","Sylhet","Sylhet",24.8795,91.8020,isfakiqbal@iut-dhaka.edu,01837121760
"Bishwanath Police Station","Sylhet","Sylhet",24.8758,91.7991,isfakiqbal@iut-dhaka.edu,01837121760
"Companiganj Police Station","Sylhet","Sylhet",24.9150,91.8409,isfakiqbal@iut-dhaka.edu,01837121760
"Fenchuganj Police Station","Sylhet","Sylhet",24.8603,91.8275,isfakiqbal@iut-dhaka.edu,01837121760
"Golapganj Police Station","Sylhet","Sylhet",24.9250,91.9210,isfakiqbal@iut-dhaka.edu,01837121760
"Gowainghat Police Station","Sylhet","Sylhet",24.8926,91.8857,isfakiqbal@iut-dhaka.edu,01837121760
"Jaintiapur Police Station","Sylhet","Sylhet",24.8440,91.8784,isfakiqbal@iut-dhaka.edu,01837121760
"Kanaighat Police Station","Sylhet","Sylhet",24.9518,91.8693,isfakiqbal@iut-dhaka.edu,01837121760
"Osmani Nagar Police Station","Sylhet","Sylhet",24.9293,91.8777,isfakiqbal@iut-dhaka.edu,01837121760
"Zakiganj Police Station","Sylhet","Sylhet",24.9411,91.8601,isfakiqbal@iut-dhaka.edu,01837121760
"Moulvibazar Sadar Police Station","Moulvibazar","Sylhet",24.4829,91.7774,isfakiqbal@iut-dhaka.edu,01837121760
"Barlekha Police Station","Moulvibazar","Sylhet",24.5549,91.7744,isfakiqbal@iut-dhaka.edu,01837121760
"Juri Police Station","Moulvibazar","Sylhet",24.4694,91.7185,isfakiqbal@iut-dhaka.edu,01837121760
"Kamalganj Police Station","Moulvibazar","Sylhet",24.4683,91.7440,isfakiqbal@iut-dhaka.edu,01837121760
"Kulaura Police Station","Moulvibazar","Sylhet",24.4670,91.7942,isfakiqbal@iut-dhaka.edu,01837121760
"Rajnagar Police Station","Moulvibazar","Sylhet",24.4540,91.7482,isfakiqbal@iut-dhaka.edu,01837121760
